ticket_id,visitor_id,purchase_date,ticket_type,price,discount_pct,payment_method,valid_from,valid_until
1936,1906,2024-05-17 08:23:38.336595,Multi-Day,170.96,36,Cash,2024-06-01,2024-06-06
1937,2389,2025-01-18 05:21:37.491101,Promo,70.64,21,Cash,2025-01-30,2025-02-02
1938,2105,2025-04-05 14:56:45.434385,Season,476.75,10,Card,2025-04-29,2025-11-12
1939,2266,2025-04-18 21:20:16.244228,Promo,40.63,31,Card,2025-05-05,2025-05-06
1940,816,2025-11-09 11:52:34.934931,Season,341.22,34,Cash,2025-11-09,2026-08-14
1941,247,2025-01-01 05:04:42.596378,Promo,44.04,30,Mobile,2025-01-31,2025-02-03
1942,730,2024-09-19 04:56:14.451689,Multi-Day,151.68,44,Mobile,2024-10-15,2024-10-20
1943,2421,2024-11-26 18:38:44.220034,Promo,63.91,7,Card,2024-11-29,2024-12-02
1944,417,2025-10-01 22:06:55.463579,Multi-Day,185.16,19,Card,2025-10-18,2025-10-22
1945,1055,2024-01-15 23:52:08.546982,Multi-Day,152.43,41,Card,2024-01-25,2024-02-01
1946,368,2025-01-09 19:27:40.548922,Season,448.11,33,Mobile,2025-01-18,2025-10-27
1947,108,2025-03-06 03:30:14.651878,Multi-Day,170.11,3,Card,2025-03-07,2025-03-14
1948,839,2023-12-26 18:07:55.043416,Day,89.37,17,Mobile,2024-01-25,2024-01-25
1949,418,2025-07-22 15:21:03.393904,Day,88.69,50,Card,2025-08-11,2025-08-11
1950,1644,2024-02-23 07:33:07.944912,Day,114.55,3,Mobile,2024-02-25,2024-02-25
1951,821,2024-12-10 05:27:27.555299,Season,311.29,19,Card,2024-12-21,2025-11-02
1952,1422,2024-05-05 13:48:59.551728,Day,100.16,8,Card,2024-06-01,2024-06-01
1953,683,2024-05-01 23:20:23.614285,Season,357.85,15,Mobile,2024-05-31,2025-02-22
1954,256,2024-02-29 10:42:05.835410,Season,463.16,25,Card,2024-03-02,2024-12-24
1955,838,2024-12-26 18:42:38.083771,Day,109.26,37,Cash,2025-01-19,2025-01-19
1956,2283,2025-04-30 11:50:24.920558,Multi-Day,165.95,24,Mobile,2025-05-24,2025-05-28
1957,553,2025-03-22 16:48:28.235512,Promo,63.92,3,Card,2025-04-11,2025-04-12
1958,181,2023-11-26 17:26:04.410927,Season,434.51,40,Mobile,2023-12-01,2024-10-17
1959,157,2025-07-12 16:38:06.935677,Day,92.83,44,Card,2025-07-13,2025-07-13
1960,1478,2024-12-06 04:56:31.978307,Season,360.35,40,Cash,2025-01-05,2025-10-10
1961,571,2024-07-13 05:26:29.920420,Multi-Day,157.16,37,Card,2024-08-03,2024-08-06
1962,857,2023-11-26 00:51:54.105583,Multi-Day,183.01,18,Card,2023-12-05,2023-12-12
1963,1785,2025-08-16 12:03:57.399998,Day,88.84,13,Cash,2025-08-28,2025-08-28
1964,1728,2024-03-26 23:10:13.495667,Season,360.1,20,Mobile,2024-04-23,2024-11-16
1965,1048,2024-07-30 01:50:52.804785,Promo,42.44,14,Card,2024-08-19,2024-08-22
1966,1497,2025-08-10 15:29:52.552222,Promo,77.94,2,Card,2025-08-21,2025-08-23
1967,1424,2024-04-14 16:57:15.797982,Season,475.94,36,Cash,2024-04-16,2025-03-23
1968,592,2024-12-08 10:05:11.595172,Season,482.32,49,Mobile,2024-12-22,2025-08-07
1969,2182,2024-02-11 03:03:08.990777,Season,425.2,45,Mobile,2024-02-15,2024-08-22
1970,421,2025-08-26 06:12:32.351045,Day,97.09,15,Cash,2025-09-01,2025-09-01
1971,2261,2023-12-18 13:13:57.183871,Multi-Day,174.78,13,Cash,2023-12-18,2023-12-25
1972,348,2024-04-08 09:10:16.390755,Promo,78.89,8,Card,2024-04-26,2024-04-27
1973,166,2024-06-27 15:23:16.401947,Day,117.66,46,Cash,2024-07-12,2024-07-12
1974,937,2024-08-10 02:08:02.479277,Season,434.27,6,Cash,2024-08-22,2025-03-06
1975,348,2024-10-30 18:13:05.090899,Season,457.16,13,Cash,2024-11-24,2025-10-08
1976,398,2025-10-28 20:51:13.894006,Multi-Day,165.94,5,Mobile,2025-11-17,2025-11-21
1977,583,2024-02-01 10:17:29.950291,Season,383.26,20,Cash,2024-02-16,2024-12-28
1978,1601,2024-08-25 09:22:56.450336,Day,85.97,14,Card,2024-09-24,2024-09-24
1979,308,2024-01-04 19:16:20.518642,Day,95.06,7,Card,2024-01-30,2024-01-30
1980,99,2025-05-24 14:26:06.786393,Multi-Day,187.72,33,Card,2025-06-18,2025-06-23
1981,1266,2025-03-17 06:35:53.636142,Day,98.94,39,Cash,2025-04-16,2025-04-16
1982,158,2024-01-30 22:47:34.237849,Promo,73.97,0,Mobile,2024-01-30,2024-01-31
1983,554,2024-06-28 07:09:39.454574,Day,92.03,31,Cash,2024-07-08,2024-07-08
1984,651,2025-01-13 14:08:02.173917,Day,108.3,48,Cash,2025-01-14,2025-01-14
1985,2275,2025-01-21 00:44:00.409755,Day,112.23,50,Card,2025-01-31,2025-01-31
1986,2471,2024-04-12 06:36:39.063276,Promo,76.59,4,Cash,2024-05-07,2024-05-10
1987,2291,2024-09-13 15:43:29.981893,Season,412.48,29,Mobile,2024-09-14,2025-06-24
1988,1069,2025-06-20 10:03:42.707686,Day,118.71,21,Card,2025-06-23,2025-06-23
1989,1496,2024-08-24 14:01:08.293906,Multi-Day,177.86,19,Mobile,2024-08-30,2024-09-06
1990,2419,2025-08-27 01:45:39.992294,Promo,45.36,15,Mobile,2025-09-17,2025-09-20
1991,1879,2024-07-28 02:39:57.407344,Multi-Day,162.14,6,Mobile,2024-08-11,2024-08-18
1992,734,2025-01-18 23:28:27.429722,Day,88.13,6,Cash,2025-02-14,2025-02-14
1993,1951,2025-03-30 05:52:55.773208,Multi-Day,182.34,49,Cash,2025-04-26,2025-05-02
1994,92,2025-05-18 18:39:00.743757,Day,116.89,49,Cash,2025-05-22,2025-05-22
1995,2220,2025-01-31 18:34:45.509123,Promo,73.89,1,Cash,2025-02-23,2025-02-26
1996,1628,2025-07-26 02:51:29.890899,Multi-Day,154.62,46,Card,2025-08-02,2025-08-04
1997,1216,2025-01-19 13:31:01.427144,Multi-Day,186.23,13,Cash,2025-01-20,2025-01-27
1998,1101,2024-12-18 08:17:51.024234,Day,87.62,30,Card,2024-12-22,2024-12-22
1999,1305,2024-01-24 06:47:30.750893,Day,90.74,49,Mobile,2024-02-08,2024-02-08
2000,1388,2024-10-06 23:05:48.150382,Season,434.73,40,Card,2024-10-26,2025-04-28
2001,179,2025-03-21 19:01:26.585120,Day,104.12,13,Cash,2025-04-05,2025-04-05
2002,2286,2024-01-20 20:46:50.327038,Day,114.94,4,Card,2024-02-18,2024-02-18
2003,280,2023-12-01 11:37:07.427357,Season,337.63,10,Cash,2023-12-30,2024-12-02
2004,1043,2023-12-04 04:06:55.031168,Day,110.47,39,Cash,2023-12-05,2023-12-05
2005,1619,2024-07-09 23:13:21.173694,Day,108.97,4,Card,2024-07-16,2024-07-16
2006,371,2025-10-17 18:45:43.152383,Season,411.77,28,Card,2025-11-08,2026-10-20
2007,1801,2025-02-03 22:26:28.615846,Promo,59.18,10,Mobile,2025-02-07,2025-02-08
2008,1704,2024-04-22 17:24:15.954564,Promo,74.78,4,Mobile,2024-04-27,2024-04-30
2009,2269,2024-03-23 17:50:07.680399,Day,93.32,48,Mobile,2024-03-24,2024-03-24
2010,304,2025-07-27 18:30:39.355291,Day,118.28,31,Mobile,2025-08-24,2025-08-24
2011,1349,2025-10-25 07:47:48.909662,Season,303.07,35,Mobile,2025-11-03,2026-05-26
2012,1461,2025-01-06 12:06:25.888797,Season,487.43,14,Card,2025-01-20,2025-12-22
2013,2486,2025-05-01 00:47:56.170744,Promo,78.48,18,Mobile,2025-05-06,2025-05-09
2014,1194,2025-06-18 05:33:16.231140,Multi-Day,155.87,21,Card,2025-06-20,2025-06-22
2015,2423,2025-10-08 21:45:07.187428,Day,119.98,33,Mobile,2025-10-11,2025-10-11
2016,2429,2024-08-18 17:12:43.263829,Multi-Day,173.95,16,Cash,2024-09-02,2024-09-08
2017,2062,2024-11-17 18:55:34.704798,Multi-Day,162.13,11,Mobile,2024-12-12,2024-12-18
2018,669,2025-09-21 09:33:02.089977,Season,420.88,24,Cash,2025-09-28,2026-04-12
2019,500,2024-02-07 19:57:09.554798,Day,88.18,16,Card,2024-03-03,2024-03-03
2020,1415,2024-09-29 06:31:21.835871,Day,116.61,9,Mobile,2024-10-05,2024-10-05
2021,1573,2024-03-16 23:59:12.577697,Season,410.42,27,Card,2024-03-29,2024-12-20
2022,530,2025-01-30 05:21:56.564063,Multi-Day,188.78,17,Mobile,2025-02-24,2025-03-03
2023,2007,2024-04-25 07:13:09.459819,Season,376.13,50,Card,2024-05-16,2025-02-22
2024,1220,2024-03-07 08:42:15.035559,Promo,61.35,17,Mobile,2024-03-17,2024-03-18
2025,755,2025-06-04 08:32:59.068963,Day,94.37,44,Mobile,2025-06-25,2025-06-25
2026,2348,2024-06-16 19:07:55.053965,Promo,50.46,31,Cash,2024-07-04,2024-07-07
2027,815,2024-08-09 12:00:20.035635,Season,402.56,13,Card,2024-08-13,2025-05-02
2028,727,2025-10-27 20:32:11.743364,Day,99.89,15,Card,2025-11-22,2025-11-22
2029,731,2023-12-26 12:37:56.610816,Promo,43.94,49,Card,2024-01-25,2024-01-26
2030,828,2025-08-23 00:27:41.058663,Promo,79.25,17,Card,2025-09-16,2025-09-17
2031,1332,2025-08-14 07:28:16.367466,Multi-Day,173.47,15,Card,2025-09-01,2025-09-04
2032,2047,2025-07-07 21:48:44.340432,Day,113.59,16,Cash,2025-07-17,2025-07-17
2033,875,2023-12-25 23:37:14.262808,Promo,76.57,6,Mobile,2023-12-27,2023-12-28
2034,2179,2024-01-02 21:04:26.566100,Promo,54.83,11,Cash,2024-01-10,2024-01-11
2035,2004,2025-11-18 23:29:36.374721,Multi-Day,170.7,33,Card,2025-12-12,2025-12-17
2036,1678,2024-04-29 10:24:42.865102,Promo,62.5,9,Card,2024-05-04,2024-05-07
2037,608,2025-08-23 22:20:09.693509,Promo,48.85,4,Mobile,2025-09-03,2025-09-06
2038,2074,2024-01-18 02:53:07.290531,Promo,45.84,20,Cash,2024-01-23,2024-01-25
2039,1478,2025-10-03 21:48:20.790451,Multi-Day,163.04,2,Mobile,2025-10-10,2025-10-16
2040,635,2024-11-21 21:34:53.333432,Promo,77.39,18,Mobile,2024-11-22,2024-11-23
2041,1210,2024-12-10 23:16:00.540751,Promo,63.17,44,Cash,2024-12-13,2024-12-16
2042,484,2024-08-06 09:24:30.882517,Day,96.7,43,Mobile,2024-08-25,2024-08-25
2043,1075,2024-03-17 14:01:30.802910,Day,86.1,34,Cash,2024-03-29,2024-03-29
2044,1915,2024-10-18 13:04:30.582883,Multi-Day,166.49,5,Cash,2024-11-11,2024-11-14
2045,2053,2024-12-24 15:47:03.534512,Season,375.97,13,Card,2024-12-24,2025-10-24
2046,589,2024-09-04 12:30:51.231946,Day,113.33,3,Mobile,2024-09-06,2024-09-06
2047,2256,2024-02-11 08:06:42.773164,Multi-Day,174.97,44,Card,2024-02-11,2024-02-13
2048,2305,2025-04-12 20:51:28.343558,Promo,66.18,50,Mobile,2025-04-17,2025-04-18
2049,1229,2025-09-10 02:18:18.148283,Promo,67.39,17,Mobile,2025-10-02,2025-10-05
2050,1974,2025-11-11 09:33:08.908304,Multi-Day,162.87,28,Card,2025-11-29,2025-12-03
2051,2059,2025-09-16 12:48:56.377548,Promo,72.86,34,Card,2025-09-29,2025-10-02
2052,949,2025-06-23 18:21:17.644646,Promo,78.66,37,Card,2025-07-18,2025-07-20
2053,2056,2025-05-19 11:29:41.170677,Season,428.34,15,Cash,2025-06-10,2026-01-08
2054,2080,2025-05-04 23:52:08.191563,Promo,59.62,19,Mobile,2025-05-10,2025-05-11
2055,2008,2025-03-14 01:21:05.139231,Day,86.73,23,Cash,2025-04-03,2025-04-03
2056,1742,2025-09-25 02:24:22.146771,Promo,71.8,34,Mobile,2025-10-03,2025-10-06
2057,387,2025-11-20 21:56:25.587188,Multi-Day,158.46,43,Mobile,2025-12-04,2025-12-09
2058,1252,2025-01-30 21:26:21.369941,Season,444.06,50,Cash,2025-02-06,2025-09-18
2059,1791,2025-07-23 19:43:18.374542,Promo,59.53,18,Cash,2025-08-11,2025-08-14
2060,1499,2025-10-14 07:55:35.608488,Multi-Day,195.84,3,Mobile,2025-10-15,2025-10-21
2061,207,2024-10-04 04:59:21.052148,Day,101.69,32,Card,2024-10-09,2024-10-09
2062,1819,2024-11-17 18:46:02.693524,Promo,65.67,1,Card,2024-12-09,2024-12-11
2063,1781,2024-02-01 21:51:05.983642,Season,311.75,12,Card,2024-02-20,2024-09-09
2064,2396,2024-02-14 05:19:36.657970,Promo,41.35,44,Card,2024-03-05,2024-03-07
2065,793,2025-01-03 11:42:31.791147,Multi-Day,192.33,29,Mobile,2025-01-14,2025-01-19
2066,2282,2023-12-30 21:18:53.852220,Season,489.04,33,Card,2023-12-30,2024-11-16
2067,1725,2025-03-09 08:24:36.856564,Promo,66.73,29,Card,2025-03-16,2025-03-17
2068,1006,2024-12-25 11:46:36.039546,Day,110.57,50,Card,2024-12-28,2024-12-28
2069,942,2025-09-12 05:28:56.719047,Season,382.48,23,Mobile,2025-09-28,2026-04-20
2070,1166,2025-03-26 20:58:59.063180,Day,113.7,47,Cash,2025-04-14,2025-04-14
2071,2224,2024-02-29 23:37:23.523742,Multi-Day,161.57,43,Card,2024-03-11,2024-03-17
2072,1678,2025-03-27 13:36:49.126424,Promo,68.29,32,Mobile,2025-04-12,2025-04-13
2073,449,2025-03-10 16:48:58.872265,Day,80.37,40,Mobile,2025-03-24,2025-03-24
2074,592,2024-05-11 17:11:06.033535,Multi-Day,175.29,48,Card,2024-06-04,2024-06-11
2075,82,2025-04-04 20:51:38.168427,Promo,54.93,9,Cash,2025-04-25,2025-04-26
2076,2183,2025-08-02 17:48:12.021379,Multi-Day,180.89,17,Cash,2025-08-10,2025-08-12
2077,1407,2025-10-01 21:36:25.827580,Day,106.67,18,Cash,2025-10-07,2025-10-07
2078,1481,2024-04-16 15:16:49.724508,Multi-Day,180.83,6,Mobile,2024-04-19,2024-04-22
2079,2488,2024-04-06 17:45:16.306583,Season,396.64,18,Card,2024-04-27,2025-02-22
2080,1080,2024-08-12 12:56:19.382036,Promo,59.51,23,Card,2024-08-27,2024-08-28
2081,419,2025-08-25 09:58:52.074916,Multi-Day,150.33,14,Mobile,2025-08-30,2025-09-06
2082,88,2024-11-30 14:48:02.850161,Day,102.07,40,Card,2024-12-29,2024-12-29
2083,215,2024-11-21 09:13:25.353513,Promo,40.47,41,Card,2024-11-22,2024-11-23
2084,1759,2025-05-04 20:51:50.978340,Season,405.88,22,Cash,2025-05-24,2026-02-21
2085,1521,2024-03-03 19:55:20.967411,Promo,50.99,3,Card,2024-03-12,2024-03-13
2086,1718,2024-10-04 02:37:14.049915,Season,495.5,37,Card,2024-10-17,2025-06-18
2087,2293,2024-03-14 18:27:58.622055,Promo,40.69,3,Mobile,2024-03-24,2024-03-27
2088,1502,2024-02-17 18:22:51.294828,Multi-Day,190.66,4,Mobile,2024-03-13,2024-03-18
2089,309,2024-06-20 11:26:23.258298,Multi-Day,183.7,40,Cash,2024-06-21,2024-06-23
2090,231,2025-03-23 14:34:22.231610,Day,112.25,43,Mobile,2025-04-15,2025-04-15
2091,155,2025-02-05 19:46:12.006405,Season,481.95,22,Cash,2025-02-06,2025-12-20
2092,1199,2025-01-03 22:17:39.834913,Day,84.28,39,Cash,2025-01-08,2025-01-08
2093,115,2025-04-10 16:36:49.449538,Multi-Day,154.82,36,Card,2025-04-15,2025-04-17
2094,1414,2025-04-20 14:42:30.963816,Season,329.78,10,Cash,2025-05-05,2026-03-12
2095,311,2025-11-22 04:52:20.640770,Day,87.68,10,Card,2025-11-25,2025-11-25
2096,993,2025-07-13 02:01:29.852796,Day,101.06,12,Cash,2025-07-15,2025-07-15
2097,2348,2025-08-04 05:55:58.917816,Day,112.61,13,Mobile,2025-09-01,2025-09-01
2098,1042,2025-08-30 06:36:11.562229,Day,90.69,7,Mobile,2025-09-06,2025-09-06
2099,12,2025-04-22 15:23:38.519658,Day,95.88,24,Mobile,2025-05-15,2025-05-15
2100,1428,2025-03-02 02:00:41.396436,Season,374.61,17,Cash,2025-03-16,2026-02-10
2101,2280,2025-01-15 10:13:03.162543,Day,96.24,50,Cash,2025-02-02,2025-02-02
2102,2014,2024-09-16 03:06:30.291714,Season,413.0,43,Card,2024-09-26,2025-07-10
2103,730,2024-12-29 12:40:17.061589,Day,119.61,43,Card,2025-01-04,2025-01-04
2104,1302,2025-10-31 15:02:43.749205,Multi-Day,161.29,17,Card,2025-11-23,2025-11-30
2105,1377,2024-08-14 02:18:30.093993,Multi-Day,184.2,9,Card,2024-09-11,2024-09-15
2106,2037,2024-08-02 18:13:04.287574,Day,113.91,6,Cash,2024-08-09,2024-08-09
2107,2351,2024-01-29 19:24:54.213153,Promo,66.15,49,Cash,2024-02-22,2024-02-23
2108,541,2024-03-07 17:11:38.678511,Multi-Day,192.91,43,Card,2024-03-17,2024-03-20
2109,77,2023-12-31 12:51:12.553814,Season,451.92,13,Cash,2024-01-03,2024-08-30
2110,24,2024-05-02 07:42:10.369643,Day,83.74,14,Cash,2024-05-25,2024-05-25
2111,1039,2024-09-29 00:00:24.182007,Season,375.85,15,Cash,2024-10-12,2025-05-31
2112,676,2024-12-08 13:44:21.503133,Promo,62.11,1,Cash,2024-12-20,2024-12-21
2113,2395,2024-09-16 09:53:10.539727,Day,82.24,29,Card,2024-09-18,2024-09-18
2114,172,2024-06-12 21:09:58.712571,Multi-Day,150.47,29,Card,2024-06-27,2024-07-03
2115,1893,2024-02-09 03:35:01.931151,Season,334.28,17,Cash,2024-02-24,2024-09-04
2116,489,2025-04-11 19:06:54.811657,Multi-Day,174.99,30,Mobile,2025-05-09,2025-05-14
2117,1486,2025-01-05 06:17:06.740779,Multi-Day,171.7,43,Card,2025-01-09,2025-01-12
2118,2426,2023-12-05 12:43:09.400695,Day,111.38,47,Card,2024-01-03,2024-01-03
2119,2420,2024-05-30 00:41:57.926436,Season,413.17,12,Mobile,2024-06-18,2025-04-10
2120,757,2025-06-29 01:25:52.323824,Promo,74.32,19,Card,2025-07-04,2025-07-06
2121,2430,2024-09-17 23:03:23.024483,Multi-Day,154.77,48,Mobile,2024-09-28,2024-10-01
2122,155,2023-12-26 19:48:49.103317,Day,101.13,49,Mobile,2024-01-09,2024-01-09
2123,257,2024-12-24 19:32:04.279328,Day,81.7,34,Cash,2025-01-16,2025-01-16
2124,1780,2024-01-19 19:47:37.760766,Promo,48.46,22,Card,2024-01-25,2024-01-28
2125,674,2025-02-13 23:09:04.355709,Day,114.72,41,Mobile,2025-02-24,2025-02-24
2126,2116,2025-09-17 22:28:36.689572,Multi-Day,194.38,32,Cash,2025-09-25,2025-09-28
2127,2392,2024-05-31 03:46:41.243940,Day,99.02,37,Card,2024-06-10,2024-06-10
2128,673,2025-07-05 01:01:24.546964,Season,309.31,34,Cash,2025-07-09,2026-01-13
2129,2439,2025-01-01 14:55:11.057154,Season,314.87,50,Cash,2025-01-23,2025-12-14
2130,1473,2024-05-16 03:24:59.442319,Multi-Day,196.28,35,Mobile,2024-05-17,2024-05-21
2131,259,2024-09-30 22:36:08.165250,Season,479.86,19,Card,2024-10-04,2025-04-30
2132,307,2024-07-20 13:09:53.012110,Promo,62.54,2,Cash,2024-08-16,2024-08-18
2133,1119,2024-06-17 13:22:07.524173,Day,81.32,7,Mobile,2024-07-01,2024-07-01
2134,246,2025-08-25 18:07:35.556503,Multi-Day,196.44,39,Mobile,2025-09-07,2025-09-10
2135,1659,2023-12-17 13:56:23.533658,Promo,52.58,31,Cash,2024-01-10,2024-01-12
2136,187,2024-09-15 16:13:25.361953,Day,118.46,28,Cash,2024-09-22,2024-09-22
2137,1798,2025-01-29 22:54:03.372816,Promo,63.48,6,Mobile,2025-02-26,2025-02-28
2138,925,2025-07-10 05:38:16.122870,Multi-Day,187.61,1,Cash,2025-07-29,2025-08-01
2139,785,2025-05-19 03:32:24.156380,Multi-Day,185.64,20,Cash,2025-06-13,2025-06-20
2140,1596,2025-07-22 16:52:04.184155,Promo,55.93,5,Card,2025-08-21,2025-08-24
2141,2456,2025-09-21 08:33:56.426580,Day,83.08,27,Mobile,2025-10-19,2025-10-19
2142,1361,2023-12-21 03:41:22.823044,Season,332.49,47,Cash,2023-12-26,2024-11-17
2143,341,2025-07-22 00:25:24.796742,Season,348.09,41,Mobile,2025-08-08,2026-04-03
2144,563,2025-04-14 04:28:45.327783,Promo,73.39,35,Card,2025-04-16,2025-04-18
2145,651,2024-10-24 05:09:53.999394,Multi-Day,169.46,31,Mobile,2024-11-20,2024-11-26
2146,1194,2024-07-31 08:24:29.120523,Day,115.86,44,Mobile,2024-08-15,2024-08-15
2147,69,2024-10-06 07:18:34.156270,Day,93.27,41,Mobile,2024-11-02,2024-11-02
2148,1584,2025-01-05 18:37:33.945249,Multi-Day,187.78,45,Card,2025-01-11,2025-01-17
2149,2429,2025-04-08 07:22:34.837712,Season,327.99,8,Card,2025-04-23,2026-02-15
2150,2105,2025-03-05 07:18:52.834198,Day,119.54,10,Mobile,2025-03-13,2025-03-13
2151,1301,2025-09-23 10:09:16.108167,Promo,68.97,22,Mobile,2025-09-23,2025-09-26
2152,1123,2024-08-06 02:56:15.946072,Season,400.16,49,Card,2024-08-19,2025-04-19
2153,916,2025-03-17 02:50:33.120144,Promo,78.97,10,Cash,2025-03-24,2025-03-26
2154,2373,2024-11-15 09:23:17.966526,Season,310.74,48,Card,2024-11-28,2025-10-22
2155,461,2024-03-08 05:04:10.326448,Multi-Day,171.85,1,Mobile,2024-03-15,2024-03-21
2156,2227,2025-11-12 05:53:05.571217,Promo,73.55,2,Cash,2025-12-12,2025-12-13
2157,844,2024-01-21 20:48:09.706740,Promo,53.62,10,Cash,2024-02-19,2024-02-22
2158,574,2024-03-09 05:52:14.317043,Multi-Day,188.45,49,Cash,2024-04-06,2024-04-08
2159,119,2025-02-19 10:09:54.886555,Promo,78.19,34,Card,2025-03-04,2025-03-05
2160,646,2023-12-07 12:50:55.204577,Season,379.34,14,Card,2023-12-08,2024-10-03
2161,1479,2025-02-20 14:48:54.390270,Day,110.94,42,Card,2025-03-15,2025-03-15
2162,2074,2024-10-22 10:32:42.567603,Day,81.19,10,Card,2024-11-15,2024-11-15
2163,1514,2025-08-14 03:47:19.474966,Multi-Day,163.67,30,Mobile,2025-08-30,2025-09-01
2164,2032,2025-03-14 16:41:50.329572,Season,498.52,27,Cash,2025-03-27,2026-02-05
2165,1032,2025-09-18 10:06:58.000065,Promo,59.62,27,Mobile,2025-09-30,2025-10-02
2166,969,2024-04-04 13:45:15.419033,Promo,54.23,31,Card,2024-04-29,2024-05-02
2167,2011,2025-08-05 19:39:46.957176,Day,117.65,24,Card,2025-08-31,2025-08-31
2168,1540,2025-04-01 04:08:04.042217,Promo,57.27,19,Mobile,2025-04-04,2025-04-06
2169,2197,2025-02-25 13:59:55.805483,Day,107.19,27,Cash,2025-03-12,2025-03-12
2170,1512,2024-06-22 18:54:18.548354,Multi-Day,183.03,24,Cash,2024-06-29,2024-07-01
2171,1049,2024-09-17 08:27:18.334455,Promo,43.43,10,Card,2024-10-04,2024-10-05
2172,655,2024-09-05 21:21:23.490226,Season,423.72,18,Card,2024-09-27,2025-07-08
2173,1955,2024-01-27 06:28:22.574991,Promo,71.92,27,Card,2024-02-26,2024-02-27
2174,555,2025-02-06 05:11:02.091385,Day,108.52,0,Card,2025-02-10,2025-02-10
2175,425,2024-08-03 22:32:24.439966,Multi-Day,154.1,4,Cash,2024-08-14,2024-08-18
2176,293,2023-12-28 13:46:32.069951,Day,86.17,9,Mobile,2024-01-04,2024-01-04
2177,1209,2024-09-06 01:03:56.039541,Promo,68.47,41,Cash,2024-09-26,2024-09-27
2178,431,2025-08-12 04:14:14.023844,Day,105.36,45,Mobile,2025-08-12,2025-08-12
2179,317,2024-06-21 08:30:04.716887,Day,109.59,33,Card,2024-07-06,2024-07-06
2180,398,2024-03-06 06:11:32.472113,Multi-Day,165.83,35,Card,2024-03-27,2024-03-31
2181,1348,2025-11-10 11:58:38.362819,Season,321.31,1,Mobile,2025-11-15,2026-11-10
2182,1589,2024-09-13 10:09:34.578055,Promo,40.21,17,Card,2024-09-27,2024-09-30
2183,596,2024-11-02 11:18:47.662434,Multi-Day,165.41,12,Cash,2024-11-25,2024-12-01
2184,2124,2024-06-27 01:11:35.028111,Season,371.98,50,Card,2024-06-27,2025-04-19
2185,1944,2025-04-28 16:56:02.944091,Day,90.79,4,Card,2025-05-12,2025-05-12
2186,916,2025-09-05 14:23:38.225848,Season,326.5,19,Card,2025-09-29,2026-05-02
2187,1256,2024-07-16 12:33:02.458663,Day,87.5,1,Card,2024-08-12,2024-08-12
2188,976,2025-09-17 15:28:00.842285,Day,97.95,10,Cash,2025-10-09,2025-10-09
2189,1076,2024-03-03 04:01:32.288410,Multi-Day,177.74,29,Mobile,2024-03-15,2024-03-18
2190,1245,2025-06-18 21:24:15.747712,Day,96.32,31,Card,2025-07-13,2025-07-13
2191,1452,2025-04-09 20:35:53.278230,Multi-Day,151.31,31,Card,2025-05-06,2025-05-10
2192,1167,2024-02-28 07:38:03.426889,Season,370.78,49,Cash,2024-03-19,2025-01-11
2193,2029,2025-07-06 15:29:33.995908,Season,318.61,37,Cash,2025-07-28,2026-07-05
2194,363,2025-10-24 15:21:01.211873,Day,103.92,27,Cash,2025-10-24,2025-10-24
2195,2430,2024-01-26 16:55:50.995374,Multi-Day,166.22,9,Card,2024-02-22,2024-02-29
2196,2319,2025-06-01 13:04:35.952108,Day,95.41,21,Mobile,2025-06-03,2025-06-03
2197,2346,2024-09-03 06:29:29.754058,Multi-Day,164.59,16,Cash,2024-09-15,2024-09-22
2198,234,2025-06-08 23:18:32.286843,Multi-Day,169.39,21,Cash,2025-06-18,2025-06-24
2199,1732,2024-12-24 02:30:14.220703,Multi-Day,154.23,42,Cash,2024-12-25,2024-12-29
2200,27,2024-10-08 15:09:38.433327,Season,480.23,18,Mobile,2024-10-21,2025-06-27
2201,1495,2025-06-08 10:26:34.075601,Multi-Day,195.26,16,Card,2025-06-30,2025-07-06
2202,93,2024-07-07 23:05:20.343378,Season,495.63,23,Card,2024-07-24,2025-06-16
2203,309,2024-12-10 22:16:11.067510,Multi-Day,178.6,35,Card,2025-01-04,2025-01-07
2204,52,2024-06-09 22:47:25.840665,Season,333.92,31,Cash,2024-07-04,2025-06-24
2205,319,2025-10-12 21:31:37.888500,Promo,55.23,45,Card,2025-10-14,2025-10-17
2206,1993,2025-08-26 08:58:41.610062,Season,327.77,35,Cash,2025-09-23,2026-06-15
2207,181,2025-02-01 18:45:50.353160,Season,360.23,27,Mobile,2025-02-24,2025-09-06
2208,1593,2025-02-28 16:02:07.901648,Day,99.72,13,Mobile,2025-03-16,2025-03-16
2209,647,2025-06-21 15:40:27.541198,Multi-Day,153.16,35,Card,2025-07-21,2025-07-28
2210,1962,2024-09-22 08:04:46.940887,Promo,57.39,5,Cash,2024-10-03,2024-10-04
2211,1284,2025-03-14 15:22:26.063399,Day,96.84,8,Cash,2025-03-17,2025-03-17
2212,2245,2024-02-25 00:04:19.137506,Multi-Day,174.21,20,Card,2024-03-08,2024-03-12
2213,2303,2024-08-21 14:11:45.061405,Promo,43.08,11,Mobile,2024-09-04,2024-09-07
2214,2025,2024-03-19 16:51:52.718851,Promo,50.07,29,Mobile,2024-03-20,2024-03-22
2215,336,2024-11-23 01:47:15.889119,Promo,49.86,30,Mobile,2024-12-04,2024-12-05
