ridelog_id,ride_id,visitor_id,employee_id,start_time,ride_duration_seconds,end_time,queue_time_seconds,satisfaction_rating
16289,8,1199,157,2025-08-23 17:23:02.258495,40,2025-08-23 17:23:42.258495,1052,2
16290,13,1451,8,2025-06-26 10:26:09.258503,228,2025-06-26 10:29:57.258503,3124,5
16291,42,655,272,2025-04-01 14:00:54.258510,227,2025-04-01 14:04:41.258510,1110,1
16292,3,1695,379,2025-01-06 19:10:01.258518,125,2025-01-06 19:12:06.258518,2944,1
16293,20,2285,320,2025-01-01 18:10:11.258526,173,2025-01-01 18:13:04.258526,2391,2
16294,46,1164,255,2025-06-06 11:07:11.258533,46,2025-06-06 11:07:57.258533,277,2
16295,45,64,139,2025-08-02 17:00:11.258541,202,2025-08-02 17:03:33.258541,469,4
16296,35,2327,157,2025-01-31 19:46:18.258548,257,2025-01-31 19:50:35.258548,3448,2
16297,13,50,305,2025-07-12 20:52:24.258556,270,2025-07-12 20:56:54.258556,2142,1
16298,20,215,109,2025-09-17 16:24:15.258564,213,2025-09-17 16:27:48.258564,488,2
16299,24,1661,88,2025-06-12 20:06:56.258572,296,2025-06-12 20:11:52.258572,1490,3
16300,9,2084,194,2025-06-27 17:29:16.258580,263,2025-06-27 17:33:39.258580,649,5
16301,30,1675,5,2025-01-26 16:40:05.258587,144,2025-01-26 16:42:29.258587,384,3
16302,25,2479,216,2025-06-16 19:06:08.258595,59,2025-06-16 19:07:07.258595,3190,2
16303,16,505,44,2024-12-15 18:21:17.258603,178,2024-12-15 18:24:15.258603,3188,1
16304,8,1592,239,2025-05-19 21:51:35.258610,159,2025-05-19 21:54:14.258610,813,3
16305,44,249,135,2025-01-22 12:46:34.258618,224,2025-01-22 12:50:18.258618,2849,4
16306,28,734,70,2025-06-17 12:57:40.258626,290,2025-06-17 13:02:30.258626,142,1
16307,12,1861,325,2025-07-31 14:32:55.258633,202,2025-07-31 14:36:17.258633,2696,4
16308,24,468,79,2024-12-21 13:36:38.258641,252,2024-12-21 13:40:50.258641,1923,2
16309,49,510,99,2025-01-07 18:43:39.258649,221,2025-01-07 18:47:20.258649,2923,1
16310,29,1464,54,2025-10-21 15:37:22.258657,87,2025-10-21 15:38:49.258657,78,1
16311,15,1814,201,2025-08-02 14:59:48.258664,300,2025-08-02 15:04:48.258664,2945,3
16312,18,1510,382,2024-12-29 19:38:45.258672,114,2024-12-29 19:40:39.258672,481,3
16313,7,166,279,2025-06-04 11:08:35.258680,37,2025-06-04 11:09:12.258680,661,5
16314,13,1080,186,2025-03-27 19:43:20.258687,253,2025-03-27 19:47:33.258687,1878,3
16315,19,1402,145,2025-10-15 11:00:36.258695,93,2025-10-15 11:02:09.258695,2756,3
16316,48,1419,117,2024-12-05 09:04:35.258703,274,2024-12-05 09:09:09.258703,2108,4
16317,43,1415,87,2025-10-10 16:42:19.258710,144,2025-10-10 16:44:43.258710,1529,3
16318,5,1376,302,2025-02-03 16:15:49.258719,156,2025-02-03 16:18:25.258719,1977,3
16319,26,63,103,2025-10-23 10:05:18.258726,158,2025-10-23 10:07:56.258726,1913,4
16320,2,555,303,2025-01-18 15:15:13.258734,168,2025-01-18 15:18:01.258734,392,2
16321,33,2196,315,2025-04-22 09:36:34.258742,222,2025-04-22 09:40:16.258742,1204,4
16322,48,1543,103,2025-01-16 20:06:59.258749,112,2025-01-16 20:08:51.258749,340,2
16323,37,1750,366,2025-10-28 14:42:00.258757,233,2025-10-28 14:45:53.258757,2949,5
16324,25,308,62,2025-07-03 19:48:20.258765,180,2025-07-03 19:51:20.258765,1853,5
16325,25,1829,310,2025-01-19 21:24:40.258773,34,2025-01-19 21:25:14.258773,3487,4
16326,39,98,125,2025-10-03 18:41:28.258780,245,2025-10-03 18:45:33.258780,1372,5
16327,30,1326,370,2024-12-27 13:03:01.258788,161,2024-12-27 13:05:42.258788,2751,3
16328,41,1066,141,2024-11-29 14:39:31.258796,152,2024-11-29 14:42:03.258796,912,4
16329,4,2364,268,2025-05-21 21:33:13.258804,187,2025-05-21 21:36:20.258804,1954,2
16330,19,754,2,2025-07-13 19:18:22.258811,265,2025-07-13 19:22:47.258811,2983,4
16331,27,1783,42,2025-01-21 20:17:10.258819,83,2025-01-21 20:18:33.258819,2376,1
16332,47,1660,182,2025-10-10 09:45:19.258826,118,2025-10-10 09:47:17.258826,979,5
16333,39,2025,11,2025-09-02 09:43:32.258834,52,2025-09-02 09:44:24.258834,3088,5
16334,24,1056,240,2025-06-27 10:56:32.258842,81,2025-06-27 10:57:53.258842,3408,5
16335,50,679,369,2025-08-21 17:40:59.258849,75,2025-08-21 17:42:14.258849,3267,4
16336,37,1306,78,2025-04-30 14:17:36.258857,238,2025-04-30 14:21:34.258857,169,2
16337,25,1790,213,2025-11-06 16:35:28.258865,147,2025-11-06 16:37:55.258865,2904,5
16338,29,2441,109,2025-08-27 14:21:02.258872,216,2025-08-27 14:24:38.258872,664,4
16339,31,1589,177,2024-11-28 14:19:07.258880,108,2024-11-28 14:20:55.258880,3038,4
16340,45,948,37,2025-06-06 10:38:03.258888,48,2025-06-06 10:38:51.258888,1866,4
16341,35,1100,292,2025-02-04 12:29:23.258896,156,2025-02-04 12:31:59.258896,2799,2
16342,28,982,177,2025-04-09 21:29:00.258903,132,2025-04-09 21:31:12.258903,2896,2
16343,38,407,58,2025-04-12 21:37:24.258912,163,2025-04-12 21:40:07.258912,580,2
16344,44,2322,259,2024-12-23 09:54:43.258922,204,2024-12-23 09:58:07.258922,2500,5
16345,50,549,161,2025-05-03 10:58:42.258930,274,2025-05-03 11:03:16.258930,2832,5
16346,50,1671,75,2025-04-22 18:17:07.258937,168,2025-04-22 18:19:55.258937,2266,3
16347,4,2109,199,2025-08-08 21:23:52.258945,190,2025-08-08 21:27:02.258945,314,3
16348,28,513,37,2025-10-04 11:52:34.258952,57,2025-10-04 11:53:31.258952,1135,3
16349,31,1084,178,2025-07-13 21:55:35.258960,135,2025-07-13 21:57:50.258960,1944,4
16350,23,902,36,2025-08-12 15:54:38.258967,70,2025-08-12 15:55:48.258967,1487,1
16351,14,2428,283,2025-06-17 21:50:23.258975,276,2025-06-17 21:54:59.258975,1701,3
16352,28,1863,287,2025-01-27 14:34:10.258983,162,2025-01-27 14:36:52.258983,655,2
16353,14,2395,320,2025-03-21 16:47:03.258991,114,2025-03-21 16:48:57.258991,382,5
16354,1,1800,198,2024-12-05 15:37:39.258998,203,2024-12-05 15:41:02.258998,344,2
16355,43,2447,246,2025-09-18 11:26:38.259006,119,2025-09-18 11:28:37.259006,2673,3
16356,32,7,373,2024-12-23 10:52:23.259014,85,2024-12-23 10:53:48.259014,938,2
16357,41,1415,309,2025-05-10 18:43:42.259022,288,2025-05-10 18:48:30.259022,3459,2
16358,18,929,310,2025-07-19 18:01:27.259029,142,2025-07-19 18:03:49.259029,2169,1
16359,5,1977,225,2025-11-14 17:41:11.259037,41,2025-11-14 17:41:52.259037,1767,4
16360,42,1159,390,2025-03-15 15:07:01.259045,164,2025-03-15 15:09:45.259045,3463,5
16361,15,1044,320,2025-11-19 11:45:14.259052,201,2025-11-19 11:48:35.259052,2460,5
16362,42,2375,182,2025-05-27 10:42:08.259060,85,2025-05-27 10:43:33.259060,1461,1
16363,16,1458,65,2025-11-11 18:48:55.259068,260,2025-11-11 18:53:15.259068,2526,5
16364,36,654,103,2025-07-15 14:37:45.259076,42,2025-07-15 14:38:27.259076,658,3
16365,36,1398,170,2025-05-12 18:07:21.259084,249,2025-05-12 18:11:30.259084,2299,4
16366,40,2191,370,2025-03-29 12:45:16.259091,133,2025-03-29 12:47:29.259091,2205,2
16367,30,2442,112,2025-01-21 13:56:12.259099,111,2025-01-21 13:58:03.259099,901,5
16368,38,483,236,2025-02-10 14:59:40.259107,161,2025-02-10 15:02:21.259107,3324,1
16369,23,1661,93,2024-12-21 15:12:13.259115,69,2024-12-21 15:13:22.259115,1274,5
16370,11,951,75,2025-03-25 14:36:55.259123,277,2025-03-25 14:41:32.259123,1883,2
16371,25,412,312,2025-03-07 20:46:17.259131,80,2025-03-07 20:47:37.259131,1765,3
16372,45,354,15,2025-01-25 20:05:15.259139,212,2025-01-25 20:08:47.259139,3386,5
16373,43,2480,286,2025-02-21 20:30:56.259147,190,2025-02-21 20:34:06.259147,2845,4
16374,2,3,23,2024-11-28 17:31:55.259154,155,2024-11-28 17:34:30.259154,1843,4
16375,35,131,268,2025-11-23 10:35:33.259162,181,2025-11-23 10:38:34.259162,2769,1
16376,47,1099,92,2025-10-10 19:50:42.259169,263,2025-10-10 19:55:05.259169,3566,4
16377,24,1348,351,2024-12-07 20:43:05.259177,281,2024-12-07 20:47:46.259177,2077,2
16378,13,1974,158,2025-09-24 20:14:14.259185,157,2025-09-24 20:16:51.259185,931,5
16379,42,1024,123,2025-03-27 18:20:56.259193,81,2025-03-27 18:22:17.259193,1494,5
16380,37,160,103,2024-12-17 11:13:12.259202,78,2024-12-17 11:14:30.259202,917,1
16381,30,2065,272,2025-10-07 13:15:10.259209,95,2025-10-07 13:16:45.259209,1390,2
16382,11,1419,158,2025-07-06 10:40:57.259217,172,2025-07-06 10:43:49.259217,1014,2
16383,23,356,68,2025-04-12 09:42:29.259223,86,2025-04-12 09:43:55.259223,3336,4
16384,46,1056,289,2025-10-05 11:31:32.259231,139,2025-10-05 11:33:51.259231,2087,1
16385,28,1910,353,2025-03-21 21:38:26.259239,216,2025-03-21 21:42:02.259239,3440,4
16386,29,1648,252,2025-07-25 12:47:32.259246,291,2025-07-25 12:52:23.259246,1231,3
16387,15,857,156,2025-03-21 21:52:39.259254,221,2025-03-21 21:56:20.259254,2789,2
16388,45,796,207,2024-12-29 09:53:32.259262,98,2024-12-29 09:55:10.259262,2917,5
16389,3,802,26,2025-10-20 12:43:11.259270,197,2025-10-20 12:46:28.259270,807,2
16390,9,342,125,2025-08-28 20:03:53.259278,227,2025-08-28 20:07:40.259278,3288,1
16391,8,406,14,2025-03-10 11:11:56.259285,126,2025-03-10 11:14:02.259285,3087,5
16392,47,1397,185,2025-10-28 13:18:33.259293,74,2025-10-28 13:19:47.259293,592,1
16393,33,1310,143,2025-06-27 19:52:45.259301,125,2025-06-27 19:54:50.259301,134,2
16394,34,577,194,2025-07-25 14:07:38.259308,41,2025-07-25 14:08:19.259308,3454,2
16395,9,221,16,2025-03-18 17:49:56.259316,196,2025-03-18 17:53:12.259316,1328,5
16396,17,2195,293,2025-02-10 10:26:56.259324,179,2025-02-10 10:29:55.259324,1282,4
16397,41,1204,251,2025-07-17 18:22:30.259331,245,2025-07-17 18:26:35.259331,1670,4
16398,1,1534,267,2025-09-28 21:48:02.259339,128,2025-09-28 21:50:10.259339,3407,3
16399,40,1321,267,2025-06-29 11:42:55.259346,298,2025-06-29 11:47:53.259346,3158,4
16400,5,1373,161,2025-06-03 18:37:01.259354,197,2025-06-03 18:40:18.259354,1581,1
16401,30,491,258,2025-11-17 20:50:55.259362,50,2025-11-17 20:51:45.259362,936,5
16402,11,2401,33,2025-01-05 11:32:18.259369,229,2025-01-05 11:36:07.259369,2173,4
16403,28,1011,63,2025-09-01 11:17:48.259377,171,2025-09-01 11:20:39.259377,43,2
16404,38,2129,387,2025-10-06 16:02:45.259384,271,2025-10-06 16:07:16.259384,273,3
16405,17,870,340,2025-09-22 17:51:49.259392,220,2025-09-22 17:55:29.259392,3139,4
16406,50,2482,289,2024-12-25 12:54:40.259399,265,2024-12-25 12:59:05.259399,2145,2
16407,23,1833,282,2025-10-07 12:31:31.259407,264,2025-10-07 12:35:55.259407,1293,3
16408,18,1147,290,2024-12-13 13:13:16.259415,126,2024-12-13 13:15:22.259415,1151,2
16409,37,740,78,2025-11-07 12:56:58.259423,101,2025-11-07 12:58:39.259423,1243,1
16410,27,510,349,2025-10-25 14:47:42.259438,213,2025-10-25 14:51:15.259438,1759,4
16411,25,594,242,2025-03-27 18:10:21.259446,289,2025-03-27 18:15:10.259446,1888,4
16412,5,755,327,2024-11-27 21:40:05.259454,84,2024-11-27 21:41:29.259454,2878,3
16413,19,1463,203,2025-03-15 12:14:15.259461,144,2025-03-15 12:16:39.259461,2134,1
16414,27,1198,372,2025-05-31 17:07:14.259474,218,2025-05-31 17:10:52.259474,1645,2
16415,13,346,231,2025-04-29 17:10:48.259482,94,2025-04-29 17:12:22.259482,550,4
16416,7,105,94,2025-09-02 09:05:40.259489,90,2025-09-02 09:07:10.259489,1285,1
16417,26,1593,177,2025-06-06 11:39:59.259497,244,2025-06-06 11:44:03.259497,1575,5
16418,14,788,303,2024-12-07 16:39:26.259505,106,2024-12-07 16:41:12.259505,1333,3
16419,27,1479,149,2025-02-14 14:18:25.259512,73,2025-02-14 14:19:38.259512,3423,2
16420,8,1318,199,2025-08-27 10:05:24.259520,52,2025-08-27 10:06:16.259520,3596,5
16421,31,393,212,2025-04-07 09:40:03.259528,178,2025-04-07 09:43:01.259528,1410,3
16422,35,2244,317,2025-04-25 11:02:32.259535,106,2025-04-25 11:04:18.259535,3014,5
16423,27,2033,369,2025-09-15 10:52:08.259543,252,2025-09-15 10:56:20.259543,756,5
16424,4,2470,243,2025-07-10 09:29:53.259551,283,2025-07-10 09:34:36.259551,2001,1
16425,42,1501,398,2024-12-23 15:27:18.259558,245,2024-12-23 15:31:23.259558,230,4
16426,4,881,5,2025-01-03 19:21:42.259566,118,2025-01-03 19:23:40.259566,1202,2
16427,18,218,159,2025-08-07 15:09:53.259574,204,2025-08-07 15:13:17.259574,3444,4
16428,23,2201,190,2025-02-03 11:07:48.259582,279,2025-02-03 11:12:27.259582,52,1
16429,32,1806,396,2024-12-03 12:56:46.259592,161,2024-12-03 12:59:27.259592,2079,4
16430,12,2085,56,2025-06-07 09:40:54.259600,114,2025-06-07 09:42:48.259600,3557,3
16431,20,690,396,2025-10-04 10:15:17.259607,99,2025-10-04 10:16:56.259607,2929,1
16432,47,1372,194,2025-07-16 18:24:34.259616,200,2025-07-16 18:27:54.259616,682,3
16433,45,712,26,2024-12-07 18:20:01.259624,31,2024-12-07 18:20:32.259624,3069,1
16434,12,1995,68,2025-01-26 11:52:36.259632,36,2025-01-26 11:53:12.259632,58,3
16435,8,2358,30,2025-10-13 17:18:32.259639,30,2025-10-13 17:19:02.259639,60,3
16436,22,1661,276,2025-01-29 18:16:22.259647,164,2025-01-29 18:19:06.259647,611,2
16437,27,1823,194,2025-07-08 19:58:46.259655,38,2025-07-08 19:59:24.259655,2086,5
16438,41,2298,109,2025-01-30 13:47:38.259662,77,2025-01-30 13:48:55.259662,1698,1
16439,41,1403,335,2025-04-14 11:22:18.259670,234,2025-04-14 11:26:12.259670,1642,2
16440,17,942,307,2025-03-31 11:42:57.259678,124,2025-03-31 11:45:01.259678,3509,2
16441,32,92,240,2025-10-27 13:31:16.259686,151,2025-10-27 13:33:47.259686,2322,5
16442,33,1466,270,2025-06-21 11:43:06.259693,107,2025-06-21 11:44:53.259693,948,3
16443,31,1705,311,2025-04-09 14:26:14.259701,187,2025-04-09 14:29:21.259701,1622,5
16444,6,2350,369,2025-02-06 13:37:00.259709,51,2025-02-06 13:37:51.259709,1473,1
16445,39,488,309,2025-07-13 15:20:06.259716,273,2025-07-13 15:24:39.259716,2200,2
16446,9,484,182,2025-07-02 13:16:19.259724,289,2025-07-02 13:21:08.259724,2571,3
16447,42,648,222,2025-04-23 20:51:23.259732,122,2025-04-23 20:53:25.259732,2838,1
16448,32,551,155,2025-03-21 13:33:04.259739,95,2025-03-21 13:34:39.259739,1368,1
16449,36,1945,2,2025-06-28 20:20:10.259747,59,2025-06-28 20:21:09.259747,3337,5
16450,16,1374,372,2025-06-15 11:45:56.259754,181,2025-06-15 11:48:57.259754,2603,3
16451,12,303,78,2025-03-08 21:32:34.259762,54,2025-03-08 21:33:28.259762,3522,1
16452,41,418,91,2024-12-18 21:25:19.259770,94,2024-12-18 21:26:53.259770,3079,5
16453,3,2116,279,2025-05-14 14:55:01.259778,184,2025-05-14 14:58:05.259778,1914,1
16454,27,2105,163,2025-02-11 18:14:57.259785,153,2025-02-11 18:17:30.259785,91,1
16455,27,1494,318,2025-11-12 13:15:05.259793,97,2025-11-12 13:16:42.259793,2632,1
16456,9,1177,112,2025-03-26 17:18:09.259801,131,2025-03-26 17:20:20.259801,3243,3
16457,17,201,328,2025-10-16 12:38:06.259809,70,2025-10-16 12:39:16.259809,2896,3
16458,46,830,59,2025-08-02 21:27:44.259816,225,2025-08-02 21:31:29.259816,3353,3
16459,5,1272,192,2025-01-17 18:31:21.259824,191,2025-01-17 18:34:32.259824,2987,3
16460,26,1138,348,2025-07-14 17:14:39.259832,191,2025-07-14 17:17:50.259832,3294,3
16461,21,1402,225,2025-08-07 16:31:30.259839,249,2025-08-07 16:35:39.259839,2104,4
16462,1,1740,137,2025-09-18 20:49:28.259847,30,2025-09-18 20:49:58.259847,469,2
16463,1,2183,382,2025-09-23 14:16:53.259855,116,2025-09-23 14:18:49.259855,2723,4
16464,35,774,335,2025-09-08 11:16:07.259862,259,2025-09-08 11:20:26.259862,1782,1
16465,9,950,330,2025-09-01 14:48:50.259870,216,2025-09-01 14:52:26.259870,2721,2
16466,23,1147,305,2025-11-24 20:13:54.259878,144,2025-11-24 20:16:18.259878,429,2
16467,38,2261,258,2025-02-28 19:13:17.259885,42,2025-02-28 19:13:59.259885,1073,1
16468,41,787,131,2025-10-05 11:18:30.259893,286,2025-10-05 11:23:16.259893,2176,1
16469,4,1299,151,2025-09-15 11:14:55.259900,202,2025-09-15 11:18:17.259900,1383,2
16470,19,1260,202,2025-04-05 11:02:28.259908,103,2025-04-05 11:04:11.259908,3300,2
16471,37,1570,275,2025-06-25 10:38:30.259916,171,2025-06-25 10:41:21.259916,3432,1
16472,5,171,233,2025-06-01 12:52:30.259923,156,2025-06-01 12:55:06.259923,3214,5
16473,28,1677,274,2025-10-30 19:03:54.259931,130,2025-10-30 19:06:04.259931,2139,1
16474,46,2468,163,2025-04-19 12:10:15.259938,241,2025-04-19 12:14:16.259938,871,3
16475,42,1121,233,2025-01-23 18:35:42.259946,277,2025-01-23 18:40:19.259946,3196,5
16476,48,2069,137,2025-01-07 17:57:31.259954,279,2025-01-07 18:02:10.259954,985,4
16477,23,2338,223,2025-04-05 12:14:23.259962,76,2025-04-05 12:15:39.259962,752,3
16478,38,1817,350,2025-09-04 10:00:33.259970,216,2025-09-04 10:04:09.259970,3165,3
16479,23,1106,229,2025-06-03 17:12:40.259977,94,2025-06-03 17:14:14.259977,2190,4
16480,46,2155,12,2025-04-03 14:22:43.259985,225,2025-04-03 14:26:28.259985,2341,5
16481,18,1803,17,2025-02-18 21:50:11.259993,99,2025-02-18 21:51:50.259993,1617,2
16482,29,1811,219,2025-04-26 12:10:05.260001,87,2025-04-26 12:11:32.260001,1520,4
16483,28,1954,341,2025-02-27 18:17:51.260008,208,2025-02-27 18:21:19.260008,718,1
16484,9,1922,305,2025-05-19 10:46:03.260016,137,2025-05-19 10:48:20.260016,2828,2
16485,39,2334,176,2025-02-12 17:22:48.260024,233,2025-02-12 17:26:41.260024,3424,3
16486,50,621,246,2025-03-10 18:45:44.260032,213,2025-03-10 18:49:17.260032,2976,1
16487,10,1574,27,2025-02-01 17:45:42.260040,58,2025-02-01 17:46:40.260040,2703,5
16488,2,728,246,2025-10-08 17:07:58.260047,72,2025-10-08 17:09:10.260047,3326,1
16489,13,132,398,2025-10-04 21:38:39.260055,46,2025-10-04 21:39:25.260055,242,5
16490,38,339,183,2025-07-09 11:35:07.260062,69,2025-07-09 11:36:16.260062,2686,3
16491,27,221,118,2025-03-15 20:35:15.260070,283,2025-03-15 20:39:58.260070,3296,3
16492,41,782,397,2025-07-01 11:49:41.260078,120,2025-07-01 11:51:41.260078,1337,5
16493,20,77,3,2025-11-23 15:16:12.260085,214,2025-11-23 15:19:46.260085,2162,2
16494,40,592,216,2025-08-14 19:58:37.260093,216,2025-08-14 20:02:13.260093,1982,5
16495,10,2098,224,2024-12-24 14:21:12.260100,138,2024-12-24 14:23:30.260100,2117,2
16496,16,1367,101,2025-06-19 12:12:18.260108,272,2025-06-19 12:16:50.260108,2188,1
16497,15,332,376,2025-02-09 19:29:45.260116,72,2025-02-09 19:30:57.260116,2365,2
16498,13,1176,72,2025-10-05 21:38:28.260124,151,2025-10-05 21:40:59.260124,330,5
16499,50,1405,355,2025-09-20 19:00:17.260131,113,2025-09-20 19:02:10.260131,2270,4
16500,38,958,151,2025-10-30 18:43:13.260139,44,2025-10-30 18:43:57.260139,3259,2
16501,20,2369,208,2025-08-22 13:09:17.260147,116,2025-08-22 13:11:13.260147,2285,2
16502,24,1114,356,2025-08-16 19:49:53.260155,39,2025-08-16 19:50:32.260155,3306,5
16503,41,529,201,2025-11-08 09:39:41.260163,294,2025-11-08 09:44:35.260163,1434,4
16504,50,868,295,2025-10-14 19:47:48.260170,40,2025-10-14 19:48:28.260170,1885,3
16505,7,1937,314,2025-04-03 12:07:24.260178,253,2025-04-03 12:11:37.260178,1366,1
16506,23,741,18,2025-08-18 12:08:18.260185,228,2025-08-18 12:12:06.260185,1692,5
16507,24,1307,113,2024-12-28 12:00:42.260193,119,2024-12-28 12:02:41.260193,66,1
16508,29,1758,182,2025-03-05 19:50:42.260201,293,2025-03-05 19:55:35.260201,3050,4
16509,5,1257,287,2025-03-15 21:10:19.260208,223,2025-03-15 21:14:02.260208,1695,3
16510,43,1376,320,2025-07-17 16:32:15.260216,159,2025-07-17 16:34:54.260216,2621,2
16511,45,716,298,2025-02-04 20:01:59.260224,38,2025-02-04 20:02:37.260224,3341,3
16512,35,433,37,2025-03-21 10:57:08.260232,105,2025-03-21 10:58:53.260232,1510,2
16513,1,2005,111,2025-10-13 11:23:31.260239,33,2025-10-13 11:24:04.260239,931,2
16514,36,2018,239,2025-01-11 21:34:37.260250,274,2025-01-11 21:39:11.260250,686,2
16515,18,2428,105,2025-04-17 18:04:03.260257,60,2025-04-17 18:05:03.260257,2800,4
16516,6,257,326,2025-09-10 13:54:07.260265,253,2025-09-10 13:58:20.260265,582,1
16517,23,2445,356,2025-02-06 17:53:52.260273,257,2025-02-06 17:58:09.260273,2531,3
16518,10,2305,247,2024-12-22 11:30:48.260280,70,2024-12-22 11:31:58.260280,3408,5
16519,7,2207,206,2025-09-02 13:18:41.260288,164,2025-09-02 13:21:25.260288,219,2
16520,44,203,361,2025-01-09 14:11:02.260296,223,2025-01-09 14:14:45.260296,1598,4
16521,8,2038,344,2025-04-13 15:36:37.260303,104,2025-04-13 15:38:21.260303,1566,5
16522,13,688,353,2025-01-07 10:22:09.260311,207,2025-01-07 10:25:36.260311,979,2
16523,30,82,371,2025-02-21 12:05:05.260319,89,2025-02-21 12:06:34.260319,2779,4
16524,18,1470,298,2025-02-08 16:31:32.260328,86,2025-02-08 16:32:58.260328,3065,3
16525,14,1049,370,2025-02-02 14:06:27.260335,231,2025-02-02 14:10:18.260335,2236,1
16526,11,18,29,2025-05-01 14:54:58.260343,219,2025-05-01 14:58:37.260343,184,1
16527,42,961,373,2025-10-27 10:56:34.260351,297,2025-10-27 11:01:31.260351,583,2
16528,38,1820,131,2025-10-31 09:23:17.260358,58,2025-10-31 09:24:15.260358,3157,2
16529,13,1796,146,2025-06-26 09:48:09.260366,288,2025-06-26 09:52:57.260366,217,3
16530,42,21,341,2025-03-31 16:24:03.260373,55,2025-03-31 16:24:58.260373,183,5
16531,44,1172,52,2025-09-26 19:55:08.260381,241,2025-09-26 19:59:09.260381,1470,5
16532,33,736,373,2025-08-03 10:24:08.260389,209,2025-08-03 10:27:37.260389,511,3
16533,50,633,42,2025-06-04 16:23:05.260396,241,2025-06-04 16:27:06.260396,2173,5
16534,13,446,308,2025-11-12 09:01:13.260404,107,2025-11-12 09:03:00.260404,3519,3
16535,25,287,223,2025-05-11 15:48:34.260412,198,2025-05-11 15:51:52.260412,2500,1
16536,24,868,392,2025-05-30 16:55:19.260419,279,2025-05-30 16:59:58.260419,1817,2
16537,29,665,208,2025-07-25 18:49:59.260434,170,2025-07-25 18:52:49.260434,3240,5
16538,36,1349,214,2025-03-26 19:15:35.260442,197,2025-03-26 19:18:52.260442,2531,2
16539,6,2248,127,2025-07-09 21:28:40.260450,121,2025-07-09 21:30:41.260450,833,4
16540,18,1999,2,2025-10-09 20:44:34.260458,80,2025-10-09 20:45:54.260458,1647,3
16541,28,148,51,2025-07-10 21:58:23.260465,193,2025-07-10 22:01:36.260465,103,5
16542,5,1837,399,2025-03-12 10:55:24.260479,299,2025-03-12 11:00:23.260479,2643,3
16543,18,2415,360,2025-07-31 09:59:11.260486,285,2025-07-31 10:03:56.260486,1715,4
16544,37,2269,17,2025-10-01 11:37:51.260494,183,2025-10-01 11:40:54.260494,1588,3
16545,7,228,141,2025-10-16 17:10:12.260502,223,2025-10-16 17:13:55.260502,2557,3
16546,9,306,182,2025-04-30 12:54:30.260510,230,2025-04-30 12:58:20.260510,2856,3
16547,35,179,384,2025-09-17 14:52:07.260517,79,2025-09-17 14:53:26.260517,1942,4
16548,12,1912,227,2025-10-08 11:38:42.260525,247,2025-10-08 11:42:49.260525,1440,5
16549,46,1500,153,2025-03-03 09:47:55.260532,67,2025-03-03 09:49:02.260532,2376,4
16550,40,1998,202,2025-08-11 21:46:05.260540,255,2025-08-11 21:50:20.260540,792,2
16551,44,417,109,2025-10-29 11:24:09.260548,175,2025-10-29 11:27:04.260548,710,4
16552,39,2171,75,2025-07-28 16:01:23.260555,188,2025-07-28 16:04:31.260555,616,2
16553,24,2333,78,2025-11-06 15:50:29.260563,251,2025-11-06 15:54:40.260563,1587,2
16554,9,1776,98,2024-12-15 13:35:46.260571,264,2024-12-15 13:40:10.260571,1716,4
16555,12,1751,150,2025-08-27 19:22:10.260578,162,2025-08-27 19:24:52.260578,2166,1
16556,36,2051,132,2025-09-07 18:10:20.260586,241,2025-09-07 18:14:21.260586,1103,4
16557,37,262,364,2025-07-03 21:25:21.260594,72,2025-07-03 21:26:33.260594,3399,5
16558,9,1495,154,2024-11-29 19:17:31.260602,31,2024-11-29 19:18:02.260602,3349,3
16559,39,332,129,2025-05-16 12:51:04.260610,279,2025-05-16 12:55:43.260610,3216,2
16560,46,261,10,2025-04-17 18:05:19.260617,272,2025-04-17 18:09:51.260617,3567,1
16561,22,447,100,2025-05-19 14:57:38.260625,102,2025-05-19 14:59:20.260625,2713,1
16562,17,1240,2,2025-10-28 12:24:21.260632,192,2025-10-28 12:27:33.260632,1205,3
16563,33,773,29,2025-08-01 14:47:59.260640,212,2025-08-01 14:51:31.260640,2072,5
16564,47,2488,381,2025-07-03 11:53:59.260648,74,2025-07-03 11:55:13.260648,3358,1
16565,24,200,316,2025-08-12 16:10:16.260656,80,2025-08-12 16:11:36.260656,3325,1
16566,15,668,89,2025-04-15 15:28:55.260663,207,2025-04-15 15:32:22.260663,2473,2
16567,29,2327,269,2025-05-12 20:54:08.260671,152,2025-05-12 20:56:40.260671,1023,3
16568,32,1159,168,2025-08-31 15:58:44.260678,278,2025-08-31 16:03:22.260678,49,5
16569,33,294,162,2025-03-23 15:04:31.260686,43,2025-03-23 15:05:14.260686,2181,1
16570,29,2253,291,2025-06-22 19:28:37.260693,185,2025-06-22 19:31:42.260693,2178,3
16571,15,1721,79,2025-11-18 13:51:22.260701,87,2025-11-18 13:52:49.260701,2110,4
16572,27,85,39,2025-06-06 11:48:09.260709,62,2025-06-06 11:49:11.260709,3001,4
16573,34,293,42,2025-06-27 20:48:10.260716,101,2025-06-27 20:49:51.260716,2247,5
16574,4,2438,235,2024-12-05 09:23:38.260724,80,2024-12-05 09:24:58.260724,1513,5
16575,49,1162,214,2025-04-20 13:09:23.260732,58,2025-04-20 13:10:21.260732,246,3
16576,48,411,281,2025-06-30 18:28:34.260739,131,2025-06-30 18:30:45.260739,2579,2
